English,Hindi,Original
The lawyer returned home to discover the drugs and there were nine communications between them.,वकील ने दवाओं का पता लगाने के लिए घर लौटे और उनके बीच नौ संकेत थे।,वकील को घर पहुंचने पर पता चला कि वहां नशीली दवा रखी थी तथा उनके बीच में नौ बार संवाद हुआ था।
"The court heard Ditta was a ""regular user"" of cocaine after tests found traces of the Class A drug in his hair, wallet and on his credit cards","न्यायालय ने सुना कि दिकाकेकेन का एक 'रिक्षक उपयोगकर्ता' था, जिसके बाल, बटुआ और उनके क्रेडिट कार्ड पर वर्ग की दवा के निशान पाए जाने के बाद।","न्यायालय में सुनवाई हुई कि डिट्टा के बालों, बटुए और क्रेडिट कार्ड्स पर ए श्रेणी की नशीली दवा के सुराग पाए जाने पर परीक्षण में उसे कोकेन का ""नियमित उपयोगकर्ता"" पाय गया था।"
"Ditta was arrested later but denied using cocaine and and said he had been speaking to the suspected dealer because he was his client and argued their discussions were subject to ""legal privilege.""","दिडिया को बाद में गिरफ्तार किया गया लेकिन कोकेकेके का उपयोग करने से इंकार किया गया और उन्होंने कहा कि वह अपने ग्राहकों से बात कर रहा था और बहस कर रहा था कि उनकी चर्चा ""अनुचित विशेषाधिकार।""","डिट्टा को बाद में गिरफ्तार किया गया, लेकिन उसे कोकेन का उपयोग करने की बात से मना कर दिया तथा कहा कि वह संदिग्ध डीलर से बात कर रहा था, क्योंकि वह उसका क्लाइंट था तथा कहा कि उनकी चर्चा ""विधिक विशेषाधिकार"" का विषय थीं।"
During his arrest Ditta picked up his wallet and tried to remove several credit cards but they were all seized and a hair sample was taken fom him.,"उनकी गिरफ्तारी के दौरान उसने अपना बटुआ उठाया और कई क्रेडिट कार्ड हटाने की कोशिश की, लेकिन सभी को पकड़ लिया गया और एक बाल नमूना ले लिया गया।","अपनी गिरफ्तारी के दौरान डिट्टा ने अपना बटुआ निकालकर बहुत से क्रेडिट कार्ड हटाने का प्रयास किया, लेकिन उन्हें जब्त कर लिया गया था, तथा उसके बालों का नमूना लिया गया था।"
In a police interview he said he ran an office at his home address as well as work place and clients would call at his house on legal business.,"एक पुलिस साक्षात्कार में उन्होंने कहा कि वह अपने घर के पते पर कार्यालय चला गया है, साथ ही काम स्थान और ग्राहक कानूनी व्यापार पर अपने घर पर फोन करेंगे।","पुलिस साक्षात्कार में उसने कहा कि वह अपने कार्य-स्थल के साथ-साथ अपने घर से भी कार्यालय चलाता था, तथा उसके क्लाइंट विधिक मामलों के लिए उसके घर पर फोन करते थे।"
"But the court heard he would call major players in the drugs supply chain, some of whom he had previously represented, after key arrests to tell them what detectives knew about them.","लेकिन अदालत ने सुना कि वह दवाओं की आपूर्ति श्रृंखला में प्रमुख खिलाड़ियों को फोन करेगा, जिनमें से कुछ ने पहले ही प्रतिनिधित्व किया था, उन लोगों को बताने के बाद कि उनके बारे में क्या पता है।","गिरफ्तार हुए मुख्य व्यक्तियों द्वारा यह बताने के पश्चात कि जासूस उनके बारे में क्या जानते थे, न्यायालय सुनवाई में कहा गया कि डिट्टा नशीली दवा आपूर्ति शृंखला के प्रमुख लोगों को फोन किया करता था, जिसमें से कुछ लोगों का केस उसने पहले प्रस्तुत किया था।"
"Prosecuting, Anne Whyte said: ""If anyone should know not to the break the law, it is a criminal solicitor.""","उन्‍होंने कहा, ""यदि कोई कानून को नहीं जानता, तो यह एक आपराधिक कर्मचारी है।""","अभियोजन पक्ष की ओर से एनी व्हाइट ने कहा किः ""आपराधिक अधिवक्ता को कानून नहीं तोड़ने के बारे में सबसे अच्छी तरह पता होना चाहिए।"""
"Mr Ditta is accused of abusing his position as a criminal solicitor, having become too involved with specific clients.","श्री डायक पर एक अपराधी के रूप में अपने पद का दुरुपयोग करने का आरोप लगाया गया है, जो विशिष्ट ग्राहकों के साथ भी शामिल हो रहा है।","श्री डिट्टा पर आपराधिक अधिवक्ता के रूप में अपने पद का दुरुपयोग करने, अपने विशिष्ट क्लाइंट के साथ बहुत अधिक जुड़ने का आरोप है।"
"The relationship we are talking about is not simply a drug dealer, but a drug dealer providing his own lawyer with drugs.","हम के बारे में बात कर रहे हैं, केवल एक दवा विक्रेता नहीं है, लेकिन एक दवा विक्रेता अपने ही वकील को दवाओं के साथ प्रदान करता है।","हम सामान्य नशीली दवा डीलर के सम्बन्ध के बारे में नहीं, बल्कि ऐसे डीलर के बारे में बात नहीं कर रहे हैं जो अपने वकील को नशीली दवा प्रदान कर रहा है।"
Some of his communications will undoubtedly have been legitimate ones because he was their lawyer.,उनके कुछ संदेश निश्चित रूप से वैध रहे होंगे क्योंकि वह उनका वकील था।,"उनकी कुछ बातचीत निश्चित रूप से बिना किसी संदेह के विधिक रही होंगी, क्योंकि वह वकील था।"
But this went way beyond the ordinary confines of a lawyer-client relationship.,लेकिन यह एक वकील-वैचक संबंध के साधारण कवरों से आगे चला गया।,लेकिन वह वकील-क्लाइंट सम्बन्ध की अपनी सीमा से कहीं आगे निकल गया।
He thwarted the police's investigation as much as possible to enable them to continue in their criminal activities.,उन्होंने पुलिस की जांच को अपनी आपराधिक गतिविधियों में बने रहने के लिए सक्षम बनाने के लिए जितना संभव हो उतना ही कम किया।,"उसने जितना संभव था, पुलिस की जांच को बाधित किया ताकि वे अपनी आपराधिक गतिविधियों को जारी रखने में सक्षम बने रहें।"
"Mr Ditta was not honouring his profession, but dishonouring it.","श्री दिक अपने पेशे का सम्मान नहीं कर रहा था, लेकिन इसका अपमान कर रहा था।","श्री डिट्टा अपने पेशे का सम्मान नहीं, बल्कि अपमान कर रहे थे।"
"He got too close to certain clients, in particular Scarborough, and he allowed his independence to be compromised.","उन्होंने कुछ ग्राहकों के भी करीबी हो गए, विशेष रूप से बंगाल में, और उन्होंने अपनी स्वतंत्रता को समझौता करने की अनुमति दी।","उसने कुछ निश्चित क्लाइंट से बहुत अधिक नजदीकियां बना लीं, खास तौर पर स्कारबोरो से, तथा उसने अपनी स्वतंत्रता से समझौते की अनुमति दी।"
"Ditta denied wrongdoing and claimed: ""If I was a corrupt lawyer, which I am not, and I wanted to feed information to Mr Scarborough, I would not wait 15 hours, I would do it immediately.""","दिडिया ने अपराध को अस्वीकार किया और दावा किया: ""अगर मैं एक भ्रष्ट वकील था, जो मैं नहीं हूं, और मैं श्री बंगार के लिए जानकारी खाना चाहता था, तो मैं 15 घंटे इंतजार नहीं करता था, मैं इसे तुरंत करना चाहता था।""।""","डिट्टा ने किसी भी गलत कार्य से इनकार किया तथा दावा किया किः ""यदि मैं भ्रष्ट वकील होता, जो मैं नहीं हूँ, तथा यदि मैं श्री स्कारबोरो को सूचना प्रदान करना चाहता तो मैं 15 घंटों तक प्रतीक्षा नहीं करता, बल्कि मैं तुरन्त यह काम करता।"
"But after the hearing Supt Lee Halstead from Lancashire Police said: ""Mr Ditta turned from criminal solicitor to a criminal himself the moment he started obtaining drugs from organised criminals.""","लेकिन लन्‍द्री ली का उत्तर प्रदेशी पुलिस ने कहा: ""मिरमामा"" ने आपराधिक को अपने आप को अपराधी बना दिया, जिस पल उन्होंने भर्ती अपराधियों से दवाओं प्राप्त करना शुरू कर दिया।""","लेकिन सुनवाई के पश्चात लंकाशायर पुलिस के सुपरिन्टेन्डेन्ट ली हैलस्टेड ने कहा किः ""श्री डिट्टा ने जिस समय संगठित अपराधियों से नशीली दवा प्राप्त करना शुरू किया, उसी समय उन्होंने खुद को आपराधिक अधिवक्ता से अपराधी में परिवर्तित कर लिया।"""
His addiction to cocaine left him hopelessly compromised and vulnerable to the motives of leading members of organised crime groups who tasked him to obtain valuable information regarding police investigations.,"कोकीन को उनकी लत ने उसे रिहा कर दिया गया अपराध समूह के प्रमुख सदस्यों के इरादों के प्रति अविश्वसनीय और असुरक्षित छोड़ दिया, जिन्होंने उसे पुलिस जांचों के बारे में मूल्यवान जानकारी प्राप्त करने के लिए कार्य किया।","अपनी कोकेन की लत कारण उन्होंने अत्यधिक समझौता कर लिया तथा संगठित अपराध समूहों के अग्रणी सदस्यों के उद्देश्यों के प्रति बहुत अधिक कमजोर हो गए, जिन्होंने उसका उपयोग पुलिस जांच से सम्बन्धित महत्वपूर्ण सूचना प्राप्त करने के लिए किया।"
Solicitors should uphold the highest standards of integrity and should instil trust and confidence in the public.,सहवासियों को खराई के उच्च स्तरों का समर्थन करना चाहिए और जनता पर विश्वास और विश्वास को मजबूत करना चाहिए।,"अधिवक्ताओं को सत्यनिष्ठा का उच्चतम मानक बनाए रखना चाहिए, तथा लोगों में विश्वास और आत्मविश्वास भरना चाहिए।"
Mr Ditta has betrayed this trust and attempted to hide behind the veneer of his profession.,श्री दीडिया ने इस विश्वास को धोखा दिया है और अपने पेशे के कगार के पीछे छिपाने की कोशिश की है।,श्री डिट्टा ने इस विश्वास के साथ धोखा किया है तथा अपने पेशे आड़ में बचने का प्रयास किया है।
"Lancashire's Serious and Organised Crime Unit led the investigation into Mr Ditta which has also seen him convicted of three counts of possession of cocaine and now perverting the course of justice, demonstrating our commitment to bringing criminals to justice.","लन्‍होंका के गंभीर और विनियमित अपराध इकाई ने श्री डायो के लिए जांच का नेतृत्व किया है, जिन्होंने उसे कोक के अधिकार के तीन मूल्य पर दोष लगाया है और अब न्याय के मार्ग को उलटा करते हुए, अपराधियों को न्याय में लाने के हमारे संकल्प को प्रदर्शित करते हुए देखा है।","लंकाशायर की गंभीर तथा संगठित अपराध इकाई ने श्री डिट्टा की जांच की, जिसमें उन्हें कोकेन रखने तथा अब न्याय के मार्ग को बाधित करने की तीन घटनाओं का दोषी भी पाया गया, जो अपराधियों को न्यायालय में लाने के प्रति हमारी प्रतिबद्धता को प्रदर्शित करता है।"
Let this case serve as a warning to criminals that no one is beyond the reach of the law.,यह मामला अपराधियों के लिए एक चेतावनी के रूप में काम करता है कि कोई भी कानून की पहुंच से बाहर नहीं है।,इस मामले को अपराधियों के लिए चेतावनी का काम करना चाहिए कि कोई भी व्यक्ति कानून की पहुंच से दूर नहीं है।
We will find you and put you before the courts.,हम आपको पाएंगे और आपको न्यायालय के सामने रखेंगे।,हम आपको खोज निकालेंगे तथा न्यायालय के समक्ष प्रस्तुत करेंगे।
"Scarborough himself was jailed for 14 years after pleading guilty to conspiracy to supply heroin, cocaine and cannabis.","अपने आप को भयानक रूप से 14 साल तक जेल में बंद कर दिया गया था, जब उन्होंने चोरी, कोकेके और कर्नाबों को प्रदान करने के लिए दोषी ठहराया था।","स्कारबोरो को हीरोईन, कोकेन तथा भांग की आपूर्ति करने के लिए षड्यंत्र करने का दोषी पाए जाने के पश्चात 14 वर्ष का कारावास दिया गया।"
Thirty five other men involved in the racket were jailed for a total of 153 years for drugs offences.,चोरी में शामिल तीस अन्य पुरुषों को दवाओं के अपराधों के लिए कुल 153 साल के लिए जेल में डाला गया।,गिरोह में शामिल पैंतीस अन्य सदस्यों को नशीली दवा अपराधों के लिए कुल 153 वर्ष के लिए कारावास भेजा दिया गया।
"On his website Ditta gave a question and answer session about himself in which he says his fantasy job would be a lawyer representing clients on Death Row in America, his ultimate dinner guest as being Mohammed Ali and inequality as his motivation for work.","अपनी वेबसाइट दिडिया पर एक सवाल और उत्तर सत्र दिया जिसमें वह कहता है कि उनका सपनाी कार्य अमेरिका में मृत्यु पंक्ति पर ग्राहकों का प्रतिनिधित्व करता है, उनका अंतिम भोजन मेहमान जो काम के लिए उनकी प्रेरणा के रूप में है।","अपनी वेबसाइट पर डिट्टा ने अपने बारे में प्रश्न और उत्तर सत्र दिया, जिसमें उसने कहा कि उसकी फैन्टैसी जॉब होगी अमेरिका में मृत्यु दंड वाले क्लाइंट के लिए वकील बनना, मोहम्मद अली का उनका डिनर मेहमान होना तथा असमानता उनके कार्य के लिए प्रेरणा होना।"
Kenyan press outraged at controversial media law,विवादपूर्ण मीडिया कानून पर केन्याई प्रेस,विवादित मीडिया कानून पर केन्या का प्रेस आक्रोशित
"""It is a frightening place, and it is valid to ask: what is there to prevent Parliament from simply sweeping away the independence of the judiciary tomorrow?"" the paper said, challenging the bill as unconstitutional.","""ये एक डरावना स्थान है, और यह पूछना सही है: क्या संसद को कल के व्यापक रूप से विनियमित होने से रोका जा सकता है?"" कागज ने कहा, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""","समाचार पत्र ने विधेयक को असंवैधानिक के रूप में चुनौती देते हुए कहा कि ""यह भयावह स्थान है, तथा यह पूछना वैध है किः आने वाले कल में संसद द्वारा न्यायपालिका की स्वतंत्रता छीनने से रोकने के लिए क्या है?"""
"""This law is draconian and very punitive and we reject it,"" said Cyrus Kamau, managing director for Capital Group - home to CapitalFM, one of Kenya's most respected independent radio stations and news websites.","""इस कानून को नागरिक और बहुत विनियमित है और हम इसे अस्वीकार करते हैं,"" कुम्मू ने कहा, राजधानी समूह के लिए निदेशक, राजधानीएफएम के लिए घर, केन्या के सबसे प्रसिद्ध रेडियो स्टेशनों और समाचार वेबसाइटों में से एक है।","कैपिटल ग्रुप - जो केन्या के सबसे प्रतिष्ठित स्वतंत्र रेडियो स्टेशन तथा समाचार वेबसाइट कैपिटलएफएम. की संचालक कम्पनी है, के प्रबन्ध निदेशक साइरस कमाऊ ने कहा कि ""यह कानून क्रूर तथा बहुत ही दंडात्मक है, तथा हम इसे अस्वीकार करते हैं।"""
"He said the new media tribunal ""will always be biased because it's an extension of the government,"" and that restrictions on content and advertising would damage Kenya's place in the global economy.","उन्होंने कहा कि नए मीडिया ने कहा कि ""यह हमेशा के लिए पक्षपात किया जाएगा क्योंकि यह सरकार का विस्तार है।"" और सामग्री पर प्रतिबंध और विज्ञापन वैश्विक अर्थव्यवस्था में केन्या के स्थान को नुकसान पहुँचाते हैं।","उन्होंने कहा कि नया मीडिया न्यायाधिकरण ""हमेशा पक्षपातपूर्ण रहेगा, क्योंकि यह सरकार का ही अंग है"" तथा कहा कि विषय-वस्तु और विज्ञापन पर प्रतिबन्ध लगाया जाना, वैश्विक अर्थव्यवस्था में केन्या के स्थान को नुकसान पहुंचाएगा।"
"""I hope the president will listen to us, and we appeal to him to reject this bill and return it to the MPs,"" he said.","उन्होंने कहा, ""मुझे उम्मीद है कि अध्यक्ष हमारी सुनेंगे, और हम उनसे इस बिल को अस्वीकार करने के लिए अनुरोध करेंगे और इसे एनएफएस वापस कर देंगे।""","उन्होंने कहा कि ""मैं उम्मीद करता हूँ कि राष्ट्रपति हमारी बात सुनेंगे, तथा हम उनसे अपील करते हैं कि वे इस विधेयक को अस्वीकृत करके एम.पी. लोगों को वापस भेज दें।"""
"According to The Star newspaper, the new bill will effectively hand the government ""a stranglehold over the media,"" while The Standard said democracy and free speech in Kenya had been ""dealt a major blow"" and lambasted the bill as ""draconian.""","स्टार समाचार पत्र के अनुसार, नया बिल सरकार को प्रभावी रूप से """" मीडिया पर एक जाल डाल देगा, जबकि केन्या में मानक ने कहा कि लोकतंत्र और मुफ्त बोली ""एक प्रमुख झटका"""""""" के रूप में आयोजित की गई थी और कहा कि """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""","दि स्टार समाचार-पत्र के अनुसार, नया विधेयक सरकार को ""मीडिया पर सख्त नियंत्रण"" प्रदान करेगा, जबकि दि स्टैन्डर्ड ने कहा कि केन्या में लोकतंत्र तथा बोलने की स्वतंत्रता ""को तगड़ा झटका लगा"" है तथा इस विधेयक को क्रूर बताया है।"
The passing of the bill comes amid a string of measures to reinforce national security in the wake of the September's attack by Islamist gunmen on the Westgate shopping mall.,इस बिल की समाप्ति पश्‍चिम की पुस्‍तकालय पर इस्लामी बंदूकियों द्वारा राष्ट्रीय सुरक्षा के समय राष्ट्रीय सुरक्षा को मजबूत करने के लिए एक तार के बीच आती है ।,"इस विधेयक को, सितम्बर में वेस्टगेट शॉपिंग मॉल में इस्लामी बंदूकधारी द्वारा हमला करने के पश्चात राष्ट्रीय सुरक्षा को मजबूत बनाने के उपायों में से के रूप में पारित किया जा रहा है।"
Kenya media drew the ire of authorities by broadcasting security camera footage of troops who were dispatched to the scene of the attack purportedly robbing the upmarket mall.,"केन्या मीडिया ने सैनिकों के सुरक्षा कैमरा फुट तक प्रसारित करने के द्वारा अधिकारियों को आकर्षित किया, जो इस हमले के दृश्य में भेजे गए थे, जिस पर समस्‍तुत रूप से पुस्‍तकित इमारत को लूट रहे थे ।","केन्या की मीडिया ने हमले वाली जगह पर भेजे गए दस्तों के सिक्योरिटी कैमरा फुटेज का प्रसारण कर दिया था, जिसमें उन्हें मॉल को सोउद्देश्य रूप से लूटते हुए दिखाया था, जिसके कारण अधिकारीगण केन्या के मीडिया से नाराज हो गए थे।"
"Police chief David Kimaiyo reacted by summoning two journalists and a media executive for questioning, although the summons was retracted following a media outcry.","पुलिस प्रमुख डेविड कितीयो ने दो पत्रकारों और पूछताछ के लिए एक मीडिया अधिनियम को संबोधित करने के द्वारा प्रतिक्रिया दिखाई, हालाँकि यह प्रतिनिधि एक मीडिया की पुकार का पालन कर रहा था।","पुलिस प्रमुख डेविड किमायो ने दो पत्रकारों और मीडियाकर्मी को पूछताछ के लिए समन भेजा था, यद्यपि मीडिया द्वारा हंगामा करने के पश्चात इस समन को वापस ले लिया गया था।"
"Under the new bill, media houses can be fined up to 20 million Kenyan shillings and individual journalists up to one million with the additional risk of being ""de-listed,"" or barred from receiving official press accreditation.","नए बिलों के तहत, मीडिया घरों को 20 लाख केन्याई बेलिंग और व्यक्तिगत पत्रकारों के लिए एक लाख तक बेहतर बनाया जा सकता है, जो ""द-विड-विड"""" होने के अतिरिक्त जोखिम के साथ एक लाख तक जा सकता है, या सरकारी प्रेस को प्राप्त करने से रोका जा सकता है।","नए विधेयक के अन्तर्गत मीडिया कम्पनियों पर 2 करोड़ केन्याई शिलिंग तथा अलग-अलग पत्रकारों को दस लाख केन्याई शिलिंग पर जुर्माना किया जा सकता है तथा, उसके अतिरिक्त ""सूची से हटाए जाने"" अथवा आधिकारिक प्रेस मान्यता न दिए जाने का अतिरिक्त जोखिम अलग रहेगा।"
The tribunal also has the power to seize the property of an offender if a fine is not paid.,अगर कोई अच्छा भुगतान नहीं किया जाता है तो किसी अपराधी की संपत्ति पकड़ने की शक्ति भी है।,दंड का भुगतान न किए जाने पर न्यायाधिकरण के पास उल्लंघनकर्ता की सम्पत्ति जब्त करने का अधिकार भी है।
"According to the Daily Nation, ""even one fine is enough to cripple most FM stations.""","दैनिक राष्ट्र के अनुसार, """"तो भी बहुत अच्छा है, अधिकतर एफएम स्टेशनों को नुकसान पहुँचाने के लिए।""","डेली नेशन के अनुसार ""अधिकांश एफ.एम. स्टेशनों की नींव हिलाने के लिए एक अर्थदंड ही पर्याप्त है।"""
"It also said the measures could have a devastating effect on what it described as Kenya's ""lively blogosphere.""","इसमें यह भी कहा गया है कि यह उपाय केन्या के """"विधान"""" के रूप में वर्णित है, पर एक विध्वंसकारी प्रभाव डाल सकता है।""","इसने यह भी कहा कि इन उपायों के कारण उस परविनाशकारी प्रभाव हो सकते हैं जिसक केन्या के ""जीवंत ब्लॉगोस्फेयर"" के रूप में वर्णन किया जाता है।"
"By silencing the media, politicians know they can do whatever they like with impunity.","मीडिया को हटाने के द्वारा, नेताओं को पता है कि वे जो कुछ भी कर सकते हैं, वह सब वे कर सकते हैं।",मीडिया का मुह बंद करने के द्वारा राजनेता जानते हैं कि वे अपनी मनमानी कर सकते हैं।
"""No one will ever know,"" wrote Nation journalist Mutuma Mathiu, describing the Kenyan media as a key source of checks and balances in public life.","""कोई भी कभी भी पता नहीं करेगा,"" ने कहा कि केन्याई मीडिया को सार्वजनिक जीवन में जांच और संतुलन के एक प्रमुख स्रोत के रूप में वर्णित किया गया है।","नेशन के पत्रकार मुटुमा मैथ्यू केन्याई मीडिया का सार्वजनिक जीवन में नियंत्रण और संतुलन के प्रमुख स्रोत के रूप में वर्णन करते हुए लिखते हैं ""किसी को कभी पता भी नहीं चलेगा।"""
"""Left to themselves, politicians would bankrupt the country and take us back to hunting and gathering,"" he wrote.","""अपने आप को छोड़, नेताओं ने देश को बर्बाद कर दिया और हमें शिकार करने और पार्टी के लिए वापस ले लिया,"" उन्होंने लिखा।","उन्होंने लिखा ""राजनेताओं पर छोड़ दिए जाने पर वे देश को दिवालिया करके हमें वापस शिकार और जमा वाले युग में पहुंचा देंगे।"""
Kenyan lawmakers have been the target of public anger in the past.,केन्या कानून निर्माता अतीत में सार्वजनिक क्रोध का लक्ष्य रहे हैं।,अतीत में केन्याई विधिनिर्माताओं को लोगों के गुस्से का सामना करना पड़ा है।
"In May they voted to overturn cuts ordered by the national salaries commission and reinstate their hefty salaries of around 532,000 shillings a month tax-free - ranked among the highest in the world.","मई में उन्होंने दुनिया भर में सबसे ऊँची कर - मुफ्त के बीच एक महीने में लगभग 53,000 हजार रुपये की अपनी लय को उलट देने के लिए राष्ट्रीय कृषि अधिनियम द्वारा आदेश को भंग करने का प्रस्ताव किया।","मई में उन्होंने राष्ट्रीय वेतन आयोग द्वारा आदेशित कटौतियों को अस्वीकार करने के पक्ष में मत दिया था, तथा लगभग 532,000 शिलिंग प्रतिमाह, कर मुक्त तगड़े वेतन को बहाल किया था, जिसे दुनिया उच्चतम में से माना जाता है।"
"Although Nita Ambani, the wife of the world's richest Indian, Mukesh Ambani, celebrates her birthday on November 1st, as the clocks struck twelve on the night of October 30th, the whole of Jaipur began to celebrate Nita Ambani's birthday.","हालांकि, दुनिया के समृद्ध भारतीयों की पत्नी, भारती ने नवंबर 1 तारीख को अपना जन्मदिन मनाया, जबकि अक्तूबर 30 बजे की रात 12 बजे की घड़ी हुई थी, इस दौरान नृत्‍य के जन्मदिन का पालन करना शुरू किया गया।","दुनिया के सबसे अमीर भारतीय मुकेश अंबानी की पत्नी का बर्थ डे यूं तो एक नवंबर को है, लेकिन जैसे ही 30 अक्टूबर की रात घड़ियों ने बारह बजा, पूरा जोधपुर नीता अंबानी के बर्थडे से गूंजने लगा।"
"Prior to that, the mood of the occasion had already been set by A.R. Rahman and his group's performance.","इससे पहले, इस अवसर का मूड पहले से ही अ.आर. भगवान और उनके समूह के प्रदर्शन द्वारा स्थापित किया गया था।",इससे पहले जश्न का माहौल पूरी तरह एआर रहमान की टीम की परफॉर्मेंस से बन चुका था।
A.R. Rahman sang his signature songs in the musical evening that started at 8 p.m.,8 पी.आर.आर. भगवान ने संगीत की शाम में अपने हस्ताक्षर गीत गाए।,रात 8 बजे शुरू हुए इस म्यूजिकल नाइट में रहमान अपने सिग्नेचर सांग्स की प्रस्तुति दी।
Priyanka Chopra was on stage to add colour with her dances.,अपने नृत्‍यों के साथ रंग जोड़ने के लिए चित्र मंच पर था।,डांस के खूबसूरत रंग घोलेंने के लिए प्रियंका चोपड़ा मंच पर थीं।
Guests arrived in around 32 chartered aircraft to attend Nita Ambani's birthday party.,लगभग 32 किराएदार विमानों ने एनतामी के जन्मदिन की पार्टी में उपस्थित होने के लिए विमानों का आयोजन किया।,नीता अंबानी के बर्थ डे में शामिल होने वाले मेहमानों के लिए करीब 32 चार्टर जोधपुर पहुंचे।
"As space at Jodhpur Airport was inadequate, the chartered planes landed at Jaipur, Delhi, Udaipur and Jodhpur.","जैसे ही जेधा हवाई अड्डे पर जगह असमर्थ थी, पुस्‍तकित विमान दिल्ली, दिल्ली, उत्तरीतापुर और जोधा में आए थे ।","जोधपुर एयरपोर्ट पर पार्किंग की स्पेस कम होने की वजह से चार्टर जयपुर, दिल्ली, उदयपुर और जोधपुर में पार्क किया गया।"
"same way 135 luxury cars were also used, including BMWs and Jaguars.","इसी तरह 135 लोगों की भी यही सुविधा थी, जिनमें बीएमडब्ल्यू और जंजर भी शामिल थे।",इसी तरह 135 लक्जरी कारें जिनमें बीएमडब्ल्यू और जुगआर मंगवाई गई।
Sood said that the city's sanitation system and street lights had totally broken down.,सोडो ने कहा कि शहर की स्वच्छता प्रणाली और सड़कों की रोशनी पूरी तरह से टूट चुकी थी।,"सूद ने कहा कि शहर में सफाई व्यवस्था, स्ट्रीट लाइट बिल्कुल फेल हो चुकी है।"
No steps were being taken by the municipal corporation and HUDA to run Panchkula city centre.,मध्‍यिक निगम द्वारा कोई कदम नहीं उठाया जा रहा था और पायूडी को पालतू शहर केंद्र चलाने के लिए।,पंचकूला के सिटी सेंटर को चलाने के लिए नगर निगम एवं हुडा द्वारा कोई कदम नहीं उठाया जा रहा है।
He demanded the complete abolition of house tax in Panchkula.,उन्होंने पाछुरा में घर कर की पूरी मूर्ति मांग की।,उन्होंने पंचकूला से गृहकर पूरी तरह समाप्त करने की माग की है।
"On Friday, while addressing a press conference here, V.K. Sood said that, after the municipal corporation elections the city got a new councillor and mayor, but they do not have the powers necessary to get the work done.","शुक्रवार को, यहां एक प्रेस सम्मेलन को संबोधित करते हुए, वी.केद ने कहा कि, इस नगर के चुनाव के बाद, शहर को एक नया निदेशक और किसान मिला, लेकिन उनके पास काम करने के लिए आवश्यक शक्तियाँ नहीं हैं।","यहां शुक्रवार को एक प्रेस कांफ्रेंस को संबोधित करते हुए वीके सूद ने कहा कि नगर निगम चुनावों के बाद शहर को नए पार्षद एवं मेयर तो मिल गई हैं, लेकिन इनके पास काम करवाने की शक्तिया ही नहीं है।"
