English,Hindi,Original
Egypt swears in first freely elected president,पहले स्वतंत्र रूप से चुने गए अध्यक्षों में मिस्र शपथ खाता है,मिस्र में स्वतंत्र रूप से चुने गए पहले राष्ट्रपति में विश्वास किया
Mohamed Morsi takes the oath of office but his day of triumph is unlikely to mark end of political strife in Egypt.,मोमंड मोरी कार्यालय की शपथ लेता है लेकिन मिस्र में राजनीतिक संघर्ष के अंत में उनकी जीत का दिन समाप्त नहीं होता है।,"मोहम्मद मोरसी ने अपने पद की शपथ ग्रहण की है, लेकिन उनकी विजय दिवस मिस्र में शायद ही राजनीतिक संघर्ष का अंत कर पाए।"
"ISLAMIST Mohamed Morsi promised a ""new Egypt"" as he took the oath of office to become the country's first freely elected president, succeeding Hosni Mubarak who was ousted 16 months ago.","प्रधानमंत्री मोदी ने एक ""नए मिस्र"" का वादा किया था क्योंकि उन्होंने देश के पहले स्वतंत्र रूप से चुने गए अध्यक्ष बनने की शपथ ली थी, बाद में होस्‍थानी पुस्‍तकक जो 16 महीने पहले कैद कर दी गई थी।","इस्लामिस्ट मोहम्मद मोरसी ने, 16 महीने पूर्व हटाए गए होसनी मुबारक का स्थान लेने वाले देश के प्रथम स्वतंत्र रूप से निर्वाचित राष्ट्रपति के रूप में पद की शपथ लेते समय ""नए मिस्र"" का वादा किया।"
"At his inauguration before the Supreme Constitutional Court, Morsi also became the Arab world's first freely elected Islamist president and Egypt's fifth head of state since the overthrow of the monarchy some 60 years ago.","सर्वोच्च संविधानीय न्यायालय से पहले उनके उद्घाटन पर, मोरसी ने कुछ 60 वर्ष पहले राजस्वी राज्य के पतन के बाद से अरब विश्व का पहला स्वतंत्र रूप से चुना हुआ इस्लामवादी राष्ट्रपति और मिस्र के पांचवीं सिर भी बन गए।","सर्वोच्च संवैधानिक न्यायालय के समक्ष अपने औपचारिक अधिष्ठापन पर, मोरसी अरब दुनिया के स्वतंत्र रूप से निर्वाचित प्रथम इस्लामिस्ट राष्ट्रपति, तथा लगभग 60 वर्ष पहले राजतंत्र को हटाए जाने के पश्चात मिस्र के पांचवे राष्ट्राध्यक्ष बन गए हैं।"
He took the oath before the court's 18 black-robed judges in its Nile-side seat built to resemble an ancient Egyptian temple.,उन्होंने एक प्राचीन मिस्री मंदिर के अनुरूप बनाए जाने के लिए अपने नील- किनारे के न्यायाधीशों के सामने शपथ ली।,"उन्होंने अपनी कुर्सी पर न्यायालय के काले लबादे वाले 18 न्यायाधीशों के समक्ष नील नदी के किनारे शपथ ग्रहण की, जो प्राचीन मिस्र मन्दिर जैसा दिख रही थी।"
"""We aspire to a better tomorrow, a new Egypt and a second republic,"" Morsi said during a solemn ceremony shown live on state television.","""हम एक बेहतर कल की कामना करते हैं, एक नया मिस्र और दूसरा गणराज्य,"" मोरी ने राज्य कार्यक्रम के दौरान कहा।","राष्ट्रीय टेलीविज़न पर सजीव प्रसारण में दिखाए गए औपचारिक समारोह के दौरान मोरसी ने कहा कि ""हम बेहतर भविष्य, नए मिस्र तथा दूसरे गणराज्य की आकांक्षा कर रहे हैं।"""
"""Today, the Egyptian people laid the foundation of a new life - absolute freedom, a genuine democracy and stability,"" said Morsi, a 60-year-old US-trained engineer from the Muslim Brotherhood, a fundamentalist group that has spent most of the 84 years since its inception as an outlawed organisation harshly targeted by successive governments.","""आज, मिस्र के लोगों ने एक नई जीवन-पूर्ण स्वतंत्रता, एक वास्तविक लोकतंत्र और स्थिरता की नींव डाली है,"" मोरी ने कहा, एक 60 साल का एक मुस्लिम भाईचारे से प्रशिक्षित अमेरिकी-संकृत इंजीनियर, एक बुनियादी समूह जिसने अपने अधिकांश ८४ वर्षों को शासन के दौरान एक विनियमित रूप से खर्च किया है।""","कट्टरपंथी समूह मुस्लिम ब्रदरहुड, जिसने अपनी स्थापना के समय से 84 वर्ष गैरकानूनी घोषित संगठन के रूप में गुजारा है, तथा जो पिछली सरकारों के निशाने पर रही है, पार्टी के यू.एस. में प्रशिक्षित इंजीनियर 60 वर्षीय मोरसी ने कहा कि ""आज मिस्र के लोगों ने नए जीवन की नींव रखी है - पूर्ण स्वतंत्रता, सच्चा लोकतंत्र तथा स्थिरता।"""
Hundreds of soldiers and policemen guarded the building as Morsi arrived shortly after 11am local time in a small motorcade.,"सैकड़ों सैनिकों और पुलिस ने मोरसी के रूप में इमारत की रक्षा की, जो एक छोटे से मोटर में 11 बजे के समय के कुछ ही समय बाद आई।",सैकड़ों सैनिकों तथा पुलिस वालों ने इमारत की सुरक्षा की और स्थानीय समय के अनुसार प्रातः 11 बजे के थोड़े समय बाद कारों के छोटे काफिले में मोरसी आए।
"Only several hundred supporters gathered outside the court to cheer the new president and, in a departure from the presidential pomp of the Mubarak years, traffic was only briefly halted to allow his motorcade through on the usually busy road linking the city centre with its southern suburbs.","इस अदालत के बाहर केवल कई सौ समर्थकों ने नए राष्ट्रपति को खुश करने के लिए इकट्ठा किया और, मुगली वर्षों के राष्ट्रपति के उत्सव से चले जाने पर, यातायात को आमतौर पर अपने साथ शहर के दक्षिणी उपनगरों के साथ व्यस्त सड़क को जोड़ने की अनुमति देने के लिए केवल संक्षिप्त रूप से रोका गया था।","मुबारक के काल से राष्ट्रपति की धूमधाम से अलग नए राष्ट्रपति को मुबारकबाद देने के लिए न्यायालय के बाहर केवल कुछ सौ समर्थक ही एकत्रित हुए, यातायात को भी थोड़ी देर के लिए ही रोका गया था, ताकि उनका मोटर का काफिला सामान्य तौर पर व्यस्त रहने वाली सड़क से निकल जाए, जो शहर के केन्द्र को इसके दक्षिण उपनगरों से जोड़ती है।"
"Derided as the Brotherhood's uncharismatic ""spare tyre,"" his personal prestige has surged since his victory and his delivery of a Friday speech that tried to present him as a candidate not just of Islamists but of all those who want to complete the work of the 2011 uprising against the authoritarian Mubarak.","उनकी व्यक्तिगत प्रतिष्ठा के बाद से और एक शुक्रवार भाषण के बाद से चली गई है जिसने उसे न केवल इस्लामियों के रूप में प्रस्तुत करने की कोशिश की, बल्कि उन सभी के लिए जो 2011 के मुंबर के खिलाफ विद्रोह का काम पूरा करना चाहते हैं।","ब्रदरहुड के गैर-करिश्माई ""खाली टायर"" के रूप में उपहास उड़ाए जाने वाले मोरसी की व्यक्तिगत प्रतिष्ठता में उनकी जीत के पश्चात बहुत वृद्धि हुई तथा शुक्रवार को उनके भाषण ने उन्हें मात्र इस्लामिस्ट ही नहीं बल्कि उन सभी के उम्मीदवार के रूप में प्रस्तुत किया, जो तानाशाही मुबारक के विरुद्ध 2011 की क्रांति के कार्य को पूर्ण करना चाहते हैं।"
"""Egypt today is a civil, national, constitutional and modern state,"" Morsi, wearing a blue business suit and a red tie, told the judges in the wood-panelled chamber where he took the oath of office.","""आज मिस्र एक नागरिक, राष्ट्रीय, संविधान और आधुनिक राज्य है,"" मोरी, एक ब्लू व्यवसाय सूट और एक लाल टाई पहने हुए है, जहाँ उन्होंने कार्यालय की शपथ ली थी।","नीले रंग का बिजनेस सूट तथा लाल रंग की टाई पहने हुए मोरसी ने, लकड़ी के पैनल वाले चैम्बर में बैठे हुए न्यायाधीशों के समक्ष पद की शपथ लेते हुए कहा कि ""आज मिस्र नागरिक, राष्ट्रीय, संवैधानिक तथा आधुनिक राष्ट्र है।"""
Morsi later travelled to Cairo University where he was to make his inauguration address.,"मोरसी ने बाद में नील यूनिवर्सिटी में कदम रखा, जहाँ उसे अपना उद्घाटन भाषण बनाना था।","उसके पश्चात मोरसी काइरो विश्वविद्यालय चले गए, जहां पर उन्हें अपना उद्घाटन भाषण देना था।"
He was given an official welcome by an army band that played the national anthem as he stood to attention.,उन्हें एक सेना दल द्वारा एक आधिकारिक स्वागत दिया गया जो राष्ट्रीय खेल के दौरान उनके ध्यान में खड़ी थी।,"सैन्य बैंड ने राष्ट्रीय धुन बजाकर उनका आधिकारिक स्वागत किया गया, जबकि वे सावधान की मुद्रा में खड़े थे।"
Military ruler Field Marshal Hussein Tantawi was in attendance.,सैन्य शासक मार्शल हुसैन पुस्फीति उपस्थिति में थी।,सैन्य शासक फील्ड मार्शल हुसैन टंटावी भी मौजूद थे।
"His arrival was greeted with chants of, ""The army and the people are one hand,"" from the hundreds gathered in the university's main lecture room.","उनका आगमन जपों के साथ नमस्कार किया गया था, """" सेना और लोग एक हाथ हैं,"" यूनिवर्सिटी के मुख्य व्याख्यान कक्ष में एकत्रित हुए सैकड़ों लोगों से।","उनके आगमन पर, वहां मुख्य विश्वविद्यालय में व्याख्यान कक्ष में उपस्थित सैकड़ों लोगों ने इस नारे के साथ स्वागत किया कि ""सेना और लोग एक हाथ हैं""।"
"Established in 1908 as a bastion of secular education, Cairo University later became a stronghold of Islamist student groups in the 1970s.","1908 में सांसारिक शिक्षा के एक आधार के रूप में स्थापित, आन्‍द्र विश्‍वविद्यालय बाद में 1970 के दशक में इस्लामी छात्र समूहों का एक दृढ़ गढ़ बन गया ।","वर्ष 1908 में धर्मनिरपेक्ष शिक्षा के गढ़ के रूप में स्थापित, काइरो विश्वविद्यालय बाद में वर्ष 1970 के वर्षों में इस्लामिस्ट विद्यार्थी समूहों का गढ़ बन गया।"
"Morsi took a symbolic oath on Friday in Tahrir Square, birthplace of the uprising that ended Mubarak's authoritarian rule last year, and vowed to reclaim presidential powers stripped from his office by the military council that took over from the ousted leader.","मोरी ने शुक्रवार को टेररर वर्ग में एक प्रतीकात्मक शपथ ली, उस विद्रोह की स्थापना की जो पिछले साल मुगल के शासनकाल समाप्त हुई, और सेना परिषद द्वारा अपने कार्यालय से जुड़े राष्ट्रपति बलों को अलग करने की कसम खाई, जो कि सैन्य परिषद से ऊपर ले गए नेता से ले गए थे।","शुक्रवार को मोरसी ने तहरीर स्कवायर में प्रतीकात्मक शपथ ग्रहण की, जो उस क्रांति का उद्गम स्थान है, जिसने पिछले वर्ष मुबारक के तानाशाह शासन का अंत किया, तथा पिछले वर्ष हटाए गए नेता से सैन्य परिषद द्वारा उनके पद से छीनी गई राष्ट्रपति शक्तियों को वापस लेने की शपथ ली।"
"But by agreeing to take the official oath before the court, rather than before parliament as is customary, he is bowing to the military's will in an indication that the contest for power will continue.","लेकिन इस बात से सहमत होने के बजाय कि संसद की परंपरा के अनुसार, संसद के सामने आधिकारिक शपथ लेने के बजाय, वह सेना की इच्छा के सामने घुटने टेक रहा है कि शक्ति के लिए प्रतियोगिता जारी रहेगी।","लेकिन प्रथागत रूप से संसद के सक्षम शपथ ग्रहण करने के बजाय न्यायालय के समक्ष आधिकारिक शपथ लेने के लिए सहमत होने के द्वारा वे सेना की इच्छा के समक्ष झुके, जो इस बात का संकेत है कि सत्ता के लिए संघर्ष जारी रहेगा।"
Morsi's speech in Tahrir Square was filled with dramatic populist gestures.,मुंबर वर्ग में मोरी का भाषण नाटकीय भाव से भरा गया था।,तहरीर स्कवायर में मोरसी का भाषण नाटकीय लोकप्रिय मुद्राओं से भरा हुआ था।
We receive hundreds of photos and news from our readers for our readers' column every day.,हमारे पाठकों से हर दिन सैकड़ों फोटो और समाचार प्राप्त होते हैं।,हमारे रीडर्स कॉलम के लिए हमें रोजाना आप पाठकों से सैकड़ों की संख्या में फोटो और न्यूज मिल रही है।
Some of which we are sharing with you here.,हम यहां कुछ आप के साथ साझा कर रहे हैं।,इन्हीं में से कुछ खबरें और फोटो हम यहां आपके साथ शेयर कर रहे हैं।
Looking at these photos you will also say that they are very good and that the photographer has made good use of the opportunity.,इन तस्वीरों को देखते हुए आप यह भी कहेंगे कि वे बहुत अच्छी हैं और चित्रों ने अवसर का अच्छा उपयोग किया है।,"इन फोटो को देखकर आप भी कह उठेंगे, भई वाह क्लिक करने वाले मौके का खूब फायदा उठाया है।"
Every photo in the Readers' report has been taken from a different angle.,पाठकों की रिपोर्ट में प्रत्येक फोटो एक अलग कोण से लिया गया है।,रीडर्स रिपोर्ट की हर फोटो का एंगल नया है।
The slight change in the angle by the photographer has changed the mood of the photograph.,चित्रों द्वारा कोण में कम परिवर्तन ने तस्वीर का मूड बदल दिया है।,क्लिक करने वाले कैमरे का जरा सा एंगल क्या चेंज किया इन फोटो का तो मूड ही बदल गया।
"If you don't believe it, take a look for yourself.","यदि आप इसे नहीं मानते हैं, तो खुद की तलाश कीजिए।",यकीन नहीं होता आप खुद ही देख लीजिए।
If scrap is stored properly and with proper lighting it can also become a piece of art.,इसे सही तरीके से जमा किया जाता है और इसे सही रोशनी से भी कला का एक टुकड़ा बन सकता है।,स्क्रैप को अगर ठीक ढंग से जमा दिया जाए और प्रॉपर लाइटिंग हो तो यह भी आर्ट पीस बन सकता है।
"Secretary of State John Kerry unexpectedly acknowledged that in the US spying has gone too far, in some cases.","राज्‍य जॉन के सचिव ने अचानक स्वीकार किया कि अमेरिका में कुछ मामलों में, कुछ मामलों में, बहुत दूर तक चला गया है।",विदेश मंत्री जॉन केरी ने अप्रत्याशित रूप से स्वीकार किया कि कुछ मामलों में अमेरिकी जासूसी ने हद को पार किया है।
He also claimed that innocent people have been tortured under secret surveillance programs.,उन्होंने यह भी दावा किया कि गुप्त निगरानी कार्यक्रमों के तहत मासूम लोगों को कैद किया गया है।,साथ ही उन्होंने दावा किया कि निर्दोष लोगों को खुफिया निगरानी कार्यक्रम के तहत प्रताड़ित नहीं किया गया है।
Kerry's confession came while addressing the Open Government Partnership's annual summit in London via a video link.,एक वीडियो लिंक के माध्यम से लंदन में खुले सरकारी सहयोग की वार्षिक शिखर सम्मेलन को संबोधित करते हुए कवर के पाप का पश्‍चात्य आ गया था ।,केरी की यह स्वीकारोक्ति वीडियो लिंक के माध्यम से लंदन में आयोजित ओपन गवर्नमेंट पार्टनरशिप के वार्षिक शिखर सम्मेलन को संबोधित करने के दौरान सामने आई।
"Kerry said, ""I assure you that innocent people were not being harassed in this process"".","कररी ने कहा, ""मुझे यकीन है कि इस प्रक्रिया में निर्दोष लोगों को तंग नहीं किया जा रहा था।""",केरी ने कहा कि मैं आपको विश्वास दिलाता हूं कि इस प्रक्रिया में मासूम लोग प्रताड़ित नहीं हो रहे हैं।
"But, in an effort to gain information, in some cases inappropriate methods had been used.","लेकिन, सूचना प्राप्त करने के प्रयास में, कुछ मामलों में अनुचित तरीके से उपयोग किया गया था।",लेकिन जानकारी हासिल करने के प्रयास में कुछ मामलों में अनुपयुक्त तरीके अपनाए गए हैं।
"Meanwhile, a key committee of the U.S. Congress has approved a bill to limit the monitoring activities of the National Security Agency [NSA].","इस बीच, अमेरिका सरकार की एक प्रमुख समिति ने राष्ट्रीय सुरक्षा संस्थान की निगरानी गतिविधि को सीमित करने के लिए एक बिल स्वीकार किया है।",इस बीच अमेरिकी संसद की एक अहम समिति ने राष्ट्रीय सुरक्षा एजेंसी [एनएसए] की निगरानी गतिविधियों को सीमित करने वाले एक विधेयक को मंजूरी दे दी है।
The aim of this is to make monitoring more transparent and to get back the trust of the people which has been lost following the disclosure of large scale phone tapping.,इसका उद्देश्य अधिक पारदर्शी बनाने और लोगों के विश्वास को वापस पाने के लिए है जो बड़े पैमाने पर फोनिंग के प्रतीक का पालन करते हुए खो दिया गया है।,इसका मकसद निगरानी को और पारदर्शी बनाना और लोगों में उस विश्वास को फिर से बहाल करना है जिसे बड़े पैमाने पर फोन टेप किए जाने का खुलासा होने से चोट पहुंची है।
This move by the Senate was welcomed by six U.S. companies including Google and Yahoo.,यह सीनेट द्वारा 6 यू.एस.एस.एस. कंपनियों द्वारा गूगल और याहू सहित स्वागत किया गया था।,"सीनेट के इस कदम का गूगल, याहू सहित छह अमेरिकी कंपनियों ने स्वागत किया है।"
The data centres in these companies have also been hacked by the NSA.,इन कंपनियों में डेटा केंद्रों को एनएसए द्वारा भी मंजूरी दी गई है।,इन कंपनियों के भी डाटा केंद्रों में एनएसए ने सेंध लगाई है।
On Friday the select committee of the Senate passed a bill to amend the Foreign Intelligence Surveillance Act(FISA)by 11 votes to 4.,शुक्रवार को सीनेट के चयनक समिति ने 11 वोटों के माध्यम से विदेशी कल्याण अधिनियम (एफएफआईए) को सुधार करने के लिए एक प्रस्ताव पारित किया।,सीनेट की प्रवर समिति ने शुक्रवार को एनएसए के पर कतरने वाले विदेशी खुफिया निगरानी सुधार विधेयक [एफआइएसए] को 11 के मुकाबले 4 मतों से पारित किया।
"Many restrictions, including an outright ban on phone tapping, have been proposed in this bill, under the American Patriot Act.","इस बिल में कई प्रतिबंधों के तहत, इस बिल में, अमेरिकी पटोट अधिनियम के तहत, प्रत्यक्ष प्रतिबंधों का प्रस्ताव रखा गया है।",इस विधेयक में अमेरिकी पैट्रियट अधिनियम के तहत एकमुश्त फोन टेप करने पर रोक लगाने सहित कई प्रतिबंधों का उल्लेख किया गया है।
"Deliberate, unauthorized collection and use of data under FISA will be treated as a criminal offence and will be punishable by up to ten years in prison.","कोबेट, अनिलिया के तहत डेटा का विनियमित संग्रह और उपयोग एक अपराधी अपराध के रूप में किया जाएगा और जेल में दस साल तक दण्डित होगा।",एफआइएसए के तहत जानबूझकर अनधिकृत रूप से डाटा इकट्ठा कर उसके उपयोग को अपराध माना जाएगा और इसके लिए दस वर्ष जेल की सजा का प्रावधान किया गया है।
"Once both Congress, the House of Representatives and the Senate pass the bill, it will become law.","एक बार जब कांग्रेस, प्रतिनिधि और सीआरसी का घर बिल पारित हो जाएगा, तो यह कानून बन जाएगा।",कांग्रेस के दोनों सदनों हाउस ऑफ रिप्रेजेंटेटिव और सीनेट में पास होने के बाद यह विधेयक कानून बन जाएगा।
"The Committee Chairman and Senator, Diane Festin, said that the NSA's program of recording phone calls is within the law, and believed it had contributed significantly to the country's security.","समिति अध्यक्ष और सेन्‍द्र ने कहा कि नृत्‍य फोन कॉल का एनएसए का कार्यक्रम कानून के भीतर है, और माना जाता है कि इसने देश की सुरक्षा को काफी योगदान दिया था।",समिति की अध्यक्ष और सीनेटर डियाने फेस्टिन ने कहा कि एनएसए का फोन रिकार्ड करने का कार्यक्रम कानून के तहत है और मेरा मानना है कि इसने देश की सुरक्षा में अहम योगदान दिया है।
"However, there should be more transparency.","लेकिन, अधिक पारदर्शिता होनी चाहिए।",लेकिन इसके बावजूद इसमें और पारदर्शिता लाई जाना चाहिए।
"Not only that, the protection of personal privacy should also be kept in mind.","यही नहीं, निजी निजी निजी सुरक्षा को भी ध्यान में रखा जाना चाहिए।","यही नहीं, जनता की निजता की सुरक्षा का भी ख्याल रखा जाना चाहिए।"
"Meanwhile, Google, Yahoo, Microsoft, Apple, AOL and Facebook, disturbed by the revelation of the NSA's Internet surveillance program, have supported this bill.","इस बीच, गूगल, याहू, एपल, एफही और फेसबुक ने एनएएसए के इंटरनेट निगरानी कार्यक्रम के प्रकाश से परेशान होकर इस बिल का समर्थन किया है।","इस बीच, एनएसए के इंटरनेट निगरानी कार्यक्रम का खुलासा होने से नाराज गूगल, याहू, माइक्रोसाफ्ट, एप्पल, एओएल और फेसबुक ने इस विधेयक का समर्थन किया है।"
In letters written to the senators all these companies have said that the senators' proposal to restrict the NSA's large scale phone tapping is welcomed by them.,इन सभी कंपनियों को लिखे गए पत्रों में कहा गया है कि एनएसएएसए के बड़े पैमाने पर फोनिंग पर रोक लगाने के लिए आग्रहकर्ताों का स्वागत किया जाता है।,सीनेटरों को लिखे पत्र में इन कंपनियों ने कहा है कि एनएसए के बड़े पैमाने पर फोन रिकार्ड करने पर अंकुश लगाने वाले सांसदों के इस प्रस्ताव का हम स्वागत करते हैं।
It is noteworthy that the documents released by the former CIA employee Edward Snowden made the actions of the NSA public.,यह गौर करने वाला है कि भूतपूर्व प्रशासनी कर्मचारी एडवर्डलर द्वारा पारित किए गए दस्तावेज़ों ने एनएसएएसए जन के कार्य किए।,गौरतलब है कि पूर्व सीआइए कर्मचारी एडवर्ड स्नोडेन द्वारा जारी किए गए दस्तावेजों से एनएसए की करतूतों से पर्दा हटा।
"The NSA's monitoring of the phone conversations of the presidents of 35 countries, including Germany and France, had caused a huge uproar in the international community.","35 देशों के राष्ट्रपति, जिनमें जर्मनी और फ्रांस शामिल थे, एनएसएसए की फोन बातचीत की निगरानी ने अंतर्राष्ट्रीय समुदाय में बहुत बड़ा उत्साह पैदा किया था।",एनएसए द्वारा जर्मनी और फ्रांस सहित 35 देशों के राष्ट्राध्यक्षों की टेलीफोन पर की गई बातचीत की निगरानी का खुलासा होने के बाद अंतरराष्ट्रीय समुदाय में खासी नाराजगी है।
The State Media member Ajay Rai said he will begin his extensive campaign on the 4th of November.,राज्य मीडिया सदस्य अंजी ने कहा कि वह नवंबर 4 वीं को अपनी विस्तृत अभियान शुरू करेगा।,प्रदेश मीडिया सदस्य अजय राय ने बताया कि वे चार नवंबर से वहां धुंआधार प्रचार अभियान पर निकलेंगे।
"Bhagat will be focusing his efforts in the Assembly constituencies in Chhatisgarh, adjacent to Jharkhand.","ब्रागात अपने प्रयासों पर ध्यान केंद्रित करेगा, जो गुजरात में आयोजित सम्मेलन में आयोजित की जाएगी।",भगत झारखंड से सटे छत्तीसगढ़ के विधानसभा क्षेत्रों में खुद को केंद्रित करेंगे।
He knows these areas very well.,वह इन क्षेत्रों को बहुत अच्छी तरह से जानता है।,इन इलाकों से वे अच्छी तरह वाकिफ भी हैं।
He will travel in Chhattisgarh continuously until November 16th.,16 नवंबर तक वे चंख में लगातार यात्रा करेंगे।,वे छत्तीसगढ़ में 16 नवंबर तक लगातार प्रवास करेंगे।
Jharkhandi leaders are in great demand in the electoral battle in Chhattisgarh.,योगी नेताओं को चंबर में चुने हुए युद्ध में बहुत मांग की जाती है।,छत्तीसगढ़ के चुनावी समर में झारखंडी नेताओं की खासी मांग है।
More than two dozen leaders of the BJP are already there.,बीजेपी के दो दर्जन से अधिक नेताओं पहले से ही वहां हैं।,भाजपा के दो दर्जन से ज्यादा नेता पहले ही वहां जमे हैं।
"Congress had urged the JMM chief, Shibu Soren, and Chief Minister, Hemant Soren, to campaign on behalf of the party in Chhattisgarh, which JMM's top leadership has accepted.","कांग्रेस ने जेएमम के शीर्ष नेतृत्व में समारोह के पक्ष में अभियान करने के लिए जेएम, शिम सोन और मुख्य मंत्री, हेमन सोन से आग्रह किया था।",कांग्रेस ने झामुमो सुप्रीमो शिबू सोरेन और मुख्यमंत्री हेमंत सोरेन से भी छत्तीसगढ़ में पार्टी के पक्ष में चुनाव प्रचार का अनुरोध किया था जिसे झामुमो के शीर्ष नेतृत्व ने स्वीकार कर लिया है।
The JMM withdrew its 10 candidates announced earlier from the elections.,प्रधानमंत्री ने चुनावों से पहले अपने 10 उम्मीदवारों को अलग कर दिया।,झामुमो ने पूर्व में घोषित किए गए अपने 10 उम्मीदवारों को भी चुनाव मैदान से हटा लिया है।
The JMM has told the Chhatisgarh State committee that all its leaders must actively join in the campaign for Congress.,जेएम ने चंख राज समिति को बताया है कि उसके सभी नेताओं को कांग्रेस के लिए अभियान में सक्रिय रूप से शामिल होना चाहिए।,झामुमो ने छत्तीसगढ़ राज्य समिति को निर्देश दिया है कि सारे नेता कांग्रेस के पक्ष में चुनाव अभियान में जुट जाएं।
"As per the issued notification Dr. Girish Sharma has been promoted from Assistant Professor to the post of Associate Professor in the Anaesthesia Department, Dr. Divya Vashishth from lecturer in the College of Dentistry, Simla to the post of Assistant Professor in the Prosthetics Department, Dr. Geetaram Tekta from Assistant Professor to the post of Associate Professor in the Department of Skin Diseases and Dr. Renu Gupta has been appointed to the post of professor in the College of Dentistry, Simla.","जैसा कि जारी सूचना डॉ. महात्मा को एनाथ विभाग में प्रोफेसर, डॉ. डी. डी. डी. डी. डी. के परिसर के परिसर से संबंधित प्रोफेसर के पद पर रखा गया है, डॉ. के बाद से प्रोडेशनल विभाग में प्रोफेसर, डॉ. ई. जी. जी. के निदेशक प्रोफेसर के सहायक प्रोफेसर डॉ. के सहायक के रूप में डॉ.","जारी अधिसूचना के मुताबिक डॉ. गिरीश शर्मा को असिस्टेंट प्रोफसर से एसोसिएट प्रोफेसर को पद पर एनेस्थीसिया विभाग में, डॉ. दिव्या वशिष्ट को दंत चिकित्सा कॉलेज शिमला को लेक्चरर के पद से असिस्टेंट प्रोफेसर के पद पर प्रोस्थडोटिक्स विभाग में, डॉ. गीताराम टेक्टा असिस्टेंट प्रोफेसर को एसोसिएट प्रोफेसर के पद पर चर्म रोग विभाग में तथा डॉ. रेणू गुप्ता को दंत महाविद्यालय शिमला में प्रोफेसर के पद पर नियुक्त किया है।"
"The government cancelled the transfer order of Neeraj Sharma, the Senior Superintendent of the CMO office, Simla on Friday.","सरकार ने शुक्रवार को सेमीओ कार्यालय, सिमला के सेंस्य यंत्र, नेरंजा के ट्रांसफर आदेश को रद्द कर दिया।",शिमला सीएमओ ऑफिस के वरिष्ठ अधीक्षक नीरज शर्मा का सरकार ने तबादला आदेश शुक्रवार को रद कर दिए हैं।
"He has been posted in DDU, Simla.","उन्हें ड्योला, सिमला में नियुक्त किया गया है।",उन्हें डीडीयू शिमला में ही तैनाती दी गई है।
He was transferred to the Simla Dental College. He has been under transfer since 24th October.,उन्हें सिमला नेशनल कॉलेज में स्थानांतरित किया गया था। वह 24 अक्तूबर से स्थानांतरित हो चुके हैं।,उनका तबादला शिमला के ही दंत महाविद्यालय के लिए किया था। 24 अक्टूबर से वह अंडर ट्रांसफर थे।
