English,Hindi,Original
School students are also future tax payers.,स्कूल के छात्रों को भविष्य में कर देने वाले भी हैं।,स्कूली छात्र-छात्राएं जो भविष्य के करदाता हैं।
The official have started reaching out to them too.,अधिकारी ने भी उन तक पहुंचना शुरू कर दिया है।,उनके पास अधिकारी पहुंचने लगे हैं।
The Gaya Zone Deputy Director Saurabh Kumar Rai announced details of the departmental action plan on Tuesday to 'Jagaran'.,गीता क्षेत्र देमर कुमार कुमार ने मंगलवार को 'जगरान' पर विभागीय कार्रवाई योजना के विवरण घोषित किए।,गया अंचल के उपायुक्त सौरभ कुमार राय ने 'जागरण' को मंगलवार को विभागीय कार्ययोजना के बारे में जानकारी दी।
The Deputy Director said that the target for the current financial year was around Rs. 9 crores.,राजकाय निदेशक ने कहा कि वर्तमान वित्तीय वर्ष का लक्ष्य लगभग 9 करोड़ रुपये के आसपास था।,उपायुक्त श्री राय ने बताया कि करीब 9 करोड़ रुपया चालू वित्तीय वर्ष का लक्ष्य है।
Out of which 40 percent will be obtained through TDS and TCS.,इसमें से 40 प्रतिशत टीडीएस और टीसीएस के माध्यम से प्राप्त किया जाएगा।,इसमें से करीब 40 प्रतिशत टीडीएस और टीसीएस के माध्यम से प्राप्त हो जाती है।
There are many sources from which to collect the remaining amount.,कई स्रोतों हैं जिनमें से शेष राशि को एकत्र करना है।,शेष राशि के लिए कई स्रोत है।
He said an appeal is being made to tax payers to pay their advance taxes.,उन्होंने कहा कि करदाताओं के लिए एक अपील की जा रही है ताकि वे कर अदा कर सकें।,उन्होंने कहा कि अग्रिम टैक्स जमा कराने के लिए करदाताओं से अपील की जाती है।
Departmental actions are being brought against the tax defaulters.,प्रशासनिक कार्य करों के खिलाफ किए जा रहे हैं।,कर वंचकों के खिलाफ विभागीय कार्रवाई होती है।
Similarly there is a plan to self-motivate the tax payers to pay.,इसी तरह करदाताओं को भुगतान करने की योजना है।,वहीं करदाताओं को सही टैक्स देने के लिए स्वप्रेरित करने की योजना है।
"For this reason officials have gone to the IMA, the Chamber of Commerce and other institutions in Gaya.","इस कारण अधिकारी आईएम में चले गए हैं, शिव का चैंबर और गेंग में अन्य संस्थानों का।","जिसके तहत गया में आईएमए, चैंबर आफ कामर्स व अन्य संस्था के पास अधिकारी जा चुके हैं।"
He said that the Chief Commissioner of income tax has come to pay a visit after an invitation from the Chamber.,उन्होंने कहा कि खान से निमंत्रण के बाद आय करदाता का मुख्य अधिकारी एक भेंट प्रदान करने आया है।,उन्होंने कहा कि स्वयं मुख्य आयकर आयुक्त 'मैडम' गया में चैंबर के बुलावे पर आ चुकी हैं।
He said that there is a strategy to spread awareness about taxes among the students from 9th to 12 grade.,उन्होंने कहा कि 9 वीं से 12 कक्षा तक छात्रों के बीच करों के बारे में अवगत कराने का एक रणनीति है।,उन्होंने कहा कि 9-12 वर्ग के छात्र-छात्राओं को टैक्स को लेकर जागरूक करने की नीति है।
For this purpose he himself has met with many school students.,इस उद्देश्य के लिए वह खुद कई स्कूल छात्रों से मिला है।,इसके तहत वे स्वयं कई स्कूल के बच्चों से रूबरू हो चुके हैं।
Children can also encourage their parents to be good tax payers.,बच्चे अपने माता-पिता को अच्छे करदाताओं के लिए भी प्रोत्साहित कर सकते हैं।,बच्चे अपने अभिभावकों को भी एक अच्छा करदाता होने के लिए प्रेरित करते हैं।
"He said there are a total of 42,000 members in the income tax department.","उन्होंने कहा कि आय कर विभाग में कुल मिलाकर 4,000 सदस्य हैं।",उन्होंने कहा कि आयकर महकमा के कुल 42 हजार सदस्य हैं।
This includes officers down to clerical staff.,इसमें सरकारी कर्मचारी शामिल हैं।,जिनमें अधिकारी से लेकर चपरासी शामिल हैं।
He said that in the last financial year the department collected 5 lakh crores in taxes.,उन्होंने कहा कि पिछले वित्तीय वर्ष में करों में 5 लाख करोड़ करोड़ करोड़ रुपये एकत्र किए गए।,उन्होंने कहा कि पिछले वित्तीय वर्ष में विभाग ने 5 लाख करोड़ रुपया राजस्व वसूला था।
Deputy director Rai said that he was going to ask the commercial tax department for the records of any action taken against tax defaulters.,डीटी निर्देशक राइ ने कहा कि करों के खिलाफ किए गए किसी भी कार्रवाई के रिकॉर्ड के लिए वह व्यापार कर विभाग से पूछ रहा था।,उपायुक्त श्री राय ने कहा कि वे वाणिज्य कर विभाग से कर वंचकों के खिलाफ की गई कार्रवाई के बारे में जानकारी मांगने जा रहे हैं।
The program started with the National Anthem and the lighting of the lamp by all the guests.,कार्यक्रम राष्ट्रीय कल्याण से शुरू हुआ और सभी मेहमानों द्वारा दीपक का प्रकाश शुरू हुआ।,कार्यक्रम का शुभारंभ राष्ट्रगान और सभी अतिथियों के करकमलों से दीप प्रज्वलित कर किया गया।
"Director, Dr.S.K.Garg, said that the institution's annual function is celebrated as the foundation day.","निदेशक, डॉ.के.जी.जी.जी.जी.जी.जी.जीग, ने कहा कि संस्था का वार्षिक समारोह नींव दिवस के रूप में मनाया जाता है।",निदेशक डा. एसके गर्ग ने कहा कि संस्थान का वार्षिकोत्सव स्थापना दिवस के रूप में मनाया जाता है।
"During this the alumni and students who have achieved the top position in the University are awarded the ""Cash Achievement Award"".","इसके दौरान, ऐसे छात्रों और छात्रों को, जिन्होंने विश्वविद्यालय में सबसे अधिक स्थिति हासिल की है, """"शृत्‍य अलंकृत' को सम्मानित किया जाता है।""",इसमें संस्थान के पूर्व छात्र-छात्राओं का तथा विवि स्तर पर शीर्ष स्थान प्राप्त करने वाले छात्र-छात्राओं को 'कैश एचीव अवार्ड' से सम्मानित किया गया।
"For various competitions such as Mehendi, debating skills, Antakshari, dancing, singing and comedy shows prizes were presented to the winners.","मेलि, बहस कौशल, चींटीशाशारी, नृत्य, गायन और आने वाली विभिन्न प्रतियोगिताओं के लिए पुरस्कारों को विजेता के सामने प्रस्तुत किया गया था।","विभिन्न प्रतियोगिताओं मेहंदी, वाद-विवाद, नृत्य, अंत्याक्षरी, गायन व कामेडी शो के विजेताओं को पुरस्कार वितरित किए गए।"
"The principal guest District Collector, Navdeep Rinwa, and special guest, the Principal of the LLRM medical college, Dr. Pradeep Bharati, appreciated the management initiatives.","मुख्य आवासीय जिला संग्रह, एनविडवीं स्‍थाव, और विशेष मेहमान, डॉ. जी. प्रभागी ने प्रबंधन पहलों की सराहना की।",मुख्य अतिथि जिलाधिकारी नवदीप रिणवा व विशिष्ट अतिथि एलएलआरएम मेडिकल कालेज के प्राचार्य डा. प्रदीप भारती ने प्रबंध तंत्र के कार्यो को सराहा।
"The program was presided over by Chaudhari Vikram Chandra Goyal, Vice-Chancellor of Charan Singh University, who said that the institution had honoured the University.","इस कार्यक्रम पर श्री सिंह विश्वविद्यालय के उप-संपार, उप-सधान-पृतक पुस्‍तकालय द्वारा अध्यक्षता की गई थी, जिन्होंने कहा कि संस्था ने इस विश्‍वविद्यालय को सम्मानित किया था।",कार्यक्रम की अध्यक्षता कर रहे चौ. चरण सिंह विवि के कुलपति विक्रम चंद्र गोयल ने कहा कि संस्थान ने विवि को गौरवान्वित किया है।
At the end of the function all the guests were given shawls and mementoes.,इस समारोह के अंत में सभी मेहमानों को चादर और मेले दिए गए।,समापन पर सभी अतिथियों को शॉल ओढ़ाकर व स्मृति चिह्न भेंटकर सम्मानित किया गया।
"Before that Chairman Dr. S.P Deshwal said that the aim was to provide the nation with the best and most worthy citizens by providing high quality education for students from all walks of life, who would help in moving the country forward.","इससे पहले कि अध्यक्ष डॉ. पी. पी.एच.एच.धल ने कहा कि यह उद्देश्य देश को सबसे अच्छे और सबसे योग्य नागरिक प्रदान करना था, जो सभी जीवन भर के छात्रों को उच्च गुणवत्ता शिक्षा प्रदान करने के द्वारा देश को आगे बढ़ाने में मदद करेगा।","इससे पहले चेयरमैन डा. एसपी देशवाल ने कहा कि उनका लक्ष्य समाज के प्रत्येक वर्ग के छात्र-छात्राओं को गुणवत्तापूर्ण शिक्षा के माध्यम से राष्ट्र को श्रेष्ठ व योग्य नागरिक प्रदान करना है, जो राष्ट्र निर्माण में सहायक सिद्ध हो सकें।"
Arnav Chakravarti and Jagvijay assisted during the function.,इस समारोह के दौरान अनाव शावरी और जैनी ने मदद की।,अर्णव चक्रवर्ती व जगविजय ने सहयोग किया।
Megha Singh and Priti Kaushik conducted the function.,महात्मा सिंह और प्रधानमंत्री काशिक ने इस समारोह को संचालित किया।,संचालन मेघा सिंह व प्रीति कौशिक ने किया।
"In a hearing held behind closed doors, after accepting the plea of the NIA, special Judge I.S. Mehta has placed Ahmed on remand for 14 days.","एनरिया के निवेदन को स्वीकार करने के बाद एनआईए, विशेष न्यायाधीश आई.एस. मेता ने 14 दिनों तक पुनर्भरण किया है।",विशेष जज आइएस मेहता ने बंद कमरे में हुई मामले की सुनवाई के बाद एनआइए की दलील को मंजूर करते हुए अहमद को 14 दिन की रिमांड पर भेज दिया है।
"According to sources, when presenting Ujair Ahmed to the court, the NIA said that Ujair Ahmed was also among those accused of the Patna Serial Bombings, along with Imtiyaaz Ansari and Haider who are members of the Indian Mujahideen.","स्रोतों के अनुसार, जब उत्तराबाद ने न्यायालय को प्रस्तुत किया, तो एनआईआईए ने कहा कि पटादी के आरोपों के साथ, आईएमटियाज़ और हत्‍व के सदस्यों के साथ, जो भारतीय मुख्‍य के सदस्य हैं, उनके बीच भी थी।","सूत्रों के अनुसार, उजैर अहमद को अदालत के समक्ष पेश करते हुए एनआइए ने बताया कि उजैर अहमद पटना सीरियल धमाकों के मुख्य आरोपी इंडियन मुजाहिदीन के सदस्य इम्तियाज अंसारी और हैदर के साथ इस घटना में मुख्य रूप से शामिल था।"
Ahmed had brought many other terrorists to Ansari.,अकादमी के लिए कई अन्य आतंकवादी लाए थे।,अहमद ने कई अन्य आतंकियों को अंसारी से मिलवाया था।
The NIA wants to find the other suspects in this case by interrogating Ahmed.,एनआईआईए अमिटिंग द्वारा इस मामले में अन्य संदिग्धों को पाना चाहता है।,अहमद से पूछताछ के जरिये एनआइए मामले में अन्य आरोपियों को भी गिरफ्तार करना चाहती है।
"The search for bomb-making material and the terrorists who made those bombs is still going on, in this case.",बम बनाने वाली सामग्री और उन बमों को बनाने वाले आतंकवादी की खोज अब भी इस मामले में चल रही है।,इस मामले में बम बनाने का सामान एवं उसे बनाने वाले आतंकियों की खोजबीन अभी बाकी है।
"They have to take Ahmed to Bihar, Jharkhand and many other states to do this and to facilitate this Ahmed's remand is essential.","उन्हें बिहार, जखन और कई अन्य राज्यों को यह करना है और इस अभयित 'मम्मन' की मरम्मत करना आवश्यक है।","इसके लिए उन्हें अहमद को बिहार, झारखंड एवं कई राज्यों में लेकर जाना है, जिसके लिए उसे रिमांड पर लिया जाना जरूरी है।"
"It should be noted that the NIA had arrested the man accused of the Patna Serial Bomb blast, Ujair Ahmed from Ranchi, on October 30th.",यह नोट किया जाना चाहिए कि निया ने 30 अक्टूबर को पटना बम विस्फोट के आरोप वाले आदमी को गिरफ्तार कर लिया था।,बता दें कि एनआइए ने पटना सीरियल धमाकों के मामले में आरोपी उजैर अहमद को रांची से 30 अक्टूबर को गिरफ्तार किया था।
The special Task Force (STF) exposed the fraud in the 2012 PMT just a day ago.,विशेष कार्य शक्ति (एसएफ) ने 2012 में सिर्फ एक दिन पहले ही धोखाधड़ी का सामना किया था।,स्पेशल टास्क फोर्स (एसटीएफ) ने एक दिन पहले ही वर्ष 2012 की पीएमटी में फर्जीवाड़ा होने का खुलासा किया है।
The STF found discrepancies in the enrolment numbers of 700 students.,STF ने 700 छात्रों की संस्‍तुकृत संख्या में निवेश पाया ।,एसटीएफ को जांच में 700 छात्रों के रोल नंबर में गड़बड़ी मिली है।
Amongst them almost 125 students had been admitted into medical college.,उनमें से लगभग 125 छात्र चिकित्सा कॉलेज में भर्ती हुए थे।,इनमें से करीब 125 छात्रों ने मेडिकल कॉलेजों में एडमिशन ले लिया था।
Now these students admissions will be declared void.,अब इन छात्रों को मान्यताएं शून्य घोषित की जाएंगी।,अब इन छात्रों के एडमिशन निरस्त हो सकते हैं।
After the STF's revelation the medical examination department has started considering cancelling these students' admissions.,इन छात्रों की मंजूरी को रद्द करने के बारे में महत्‍व प्रस्तुत करने के बाद महत्‍व के परीक्षण विभाग को संबोधित करना शुरू कर दिया है।,एसटीएफ के खुलासे के बाद चिकित्सा शिक्षा विभाग ने इन छात्रों के प्रवेश निरस्त करने के लिए मंथन शुरू कर दिया है।
According to the information provided the department is waiting for a complete list of all suspect students from the STF.,सूचना के अनुसार विभाग स्‍थाप से सभी संदिग्ध छात्रों की पूरी सूची के लिए इंतजार कर रहा है।,जानकारी के अनुसार विभाग इन सभी संदिग्ध छात्रों की सूची एसटीएफ से मिलने का इंतजार कर रहा है।
The list will be sent to the PEB to revoke the eligibility of the students involved.,इस सूची को पीईबी में छात्रों की शिक्षा को फिर से बनाने के लिए भेज दिया जाएगा।,इसमें शामिल छात्रों की पात्रता निरस्त करने के लिए व्यापमं को सूची भेजी जाएगी।
"Although, in this case, the department is also thinking of taking legal advice.","हालांकि, इस मामले में, विभाग भी कानूनी सलाह लेने की सोच रहा है।",हालांकि इस मामले में विभाग कानूनी सलाह भी लेने की बात कह रहा है।
"The departmental officials said that the students enrolled in 2012 have completed one year, so taking legal advice is necessary.","विभाग अधिकारियों ने कहा कि 2012 में विद्यार्थियों ने एक साल पूरा कर लिया है, इसलिए कानूनी सलाह लेना आवश्यक है।","विभागीय अधिकारियों का कहना है कि वर्ष 2012 में प्रवेश लेने वाले छात्रों को एक साल हो चुका है, इसीलिए इस मामले में कानूनी सलाह लेना जरूरी है।"
"As the case is now under an STF enquiry, Department of Medical Education officials are not in a position to make a statement.","जैसा कि अब इस स्थिति में एक विशेषज्ञ के रूप में है, चिकित्सा शिक्षा अधिकारियों का विभाग एक कथन बनाने की स्थिति में नहीं है।",मामला अभी एसटीएफ की जांच तक ही सीमित होने से चिकित्सा शिक्षा विभाग के अधिकारी कुछ भी कहने की स्थिति में नहीं हैं।
"The PEB director, Tarun Pithore, said, ""If the STF provides us the list of suspected students with proof, then their admission would be cancelled immediately"".","पीईबी निदेशक, तरन्‍द्र पीर ने कहा, ""अगर एसएफ हमें संदेही छात्रों की सूची देता है, तो उनकी स्वीकृति तुरंत रद्द हो जाएगी।""",व्यापमं संचालक तरुण पिथोरे का कहना है कि अगर एसटीएफ सबूत के साथ संदिग्ध छात्रों की सूची सौंपती है तो उनके प्रवेश तत्काल निरस्त होंगे।
"The Director of Medical Education, Dr.Nirbhay Srivastava, also said, ""If the students' admissions were found to be forged, we would cancel their admissions"".","चिकित्सा शिक्षा के निदेशक, डॉ. एन.एन.एन.Nbhy श्री रेवाव ने भी कहा, ""अगर छात्रों की स्वीकृति आविष्कार के लिए पाई गई थी, तो हम उनकी स्वीकृति को रद्द कर देंगे।""","उधर, संचालक चिकित्सा शिक्षा डॉ. निर्भय श्रीवास्तव ने बताया कि छात्रों के फर्जी एडमिशन होना सही पाए जाने पर उनके प्रवेश निरस्त करने से इंकार भी नहीं किया है।"
According to STF officials the forged student admissions included in the PMT for the year 2012 are under investigation.,"महत्‍व अधिकारियों के अनुसार, वर्ष 2012 में प्रधानमंत्री सीएमटी में शामिल किए जाने वाले आविष्कारों के अनुसार, जांच के अधीन हैं।",एसटीएफ अधिकारियों के अनुसार वर्ष 2012 की पीएमटी में शामिल फर्जी छात्रों की जांच की जा रही है।
After the investigation a list of the suspected students will be given to the PEB.,संदिग्ध छात्रों की सूची जाँचने के बाद पीईबी को दिया जाएगा।,जांच के बाद संदिग्ध छात्रों की सूची व्यापमं को सौंपी जाएगी।
It is noteworthy that in the PMT exams for the year 2013 the eligibility of 345 suspect students was rescinded.,यह गौर करने योग्य है कि वर्ष 2013 के लिए पीएमटी परीक्षा में 345 छात्रों को संदेह था कि वे किस तरह के लोग हैं।,उल्लेखनीय है कि व्यापमं ने वर्ष 2013 में हुई पीएमटी परीक्षा में शामिल 345 संदिग्ध छात्रों की पात्रता निरस्त कर दी थी।
"Out of these 345, the Department of Medical Education has already rescinded 84 student admissions.","इन 345 में से, चिकित्सा शिक्षा विभाग ने पहले से ही ८४ छात्र की मान्यता प्राप्त की है।",इन 345 में से चिकित्सा शिक्षा विभाग अब तक 84 के प्रवेश निरस्त कर चुका है।
"Ejaz Jaan, the legislator of the Poonch Assembly Constituency, set up a water cooler in the Gurudwara grounds.","पोन्‍द्र सम्मेलन कॉन्फ्रेंस समिति के संवर्‍य, ईज्‍य ने गुजरात आधार पर एक जल को तैयार किया ।",पुंछ विधानसभा क्षेत्र के विधायक एजाज जान ने गुरुद्वारा परिसर में वाटर कूलर का उद्घाटन किया।
"The legislator said that quite a lot of people visit the Gurudwara, but due to the lack of proper water facilities a water cooler has been installed here.","प्रधानमंत्री ने कहा कि गुजरात में काफी लोग जाते हैं, लेकिन यहाँ पानी की सुविधाओं की कमी के कारण यहां पर स्थापित किया गया है।","विधायक ने कहा कि गुरुद्वारे में काफी संख्या में लोग आते-जाते रहते हैं, लेकिन यहां पर पीने के पानी की सही व्यवस्था न होने के कारण वाटर कूलर लगवाया गया है।"
"Using this, people can get cold water in the summer.","इसका उपयोग करते हुए, लोगों को गर्मी में ठंडा पानी मिल सकता है।",इससे लोगों को गर्मी के दिनों में ठंडा पानी मिल सकेगा।
Pure ordinary water will also be available during the winter season.,सर्दियों के मौसम में शुद्ध साधारण पानी भी उपलब्ध होगा।,सर्दी के मौसम में शुद्ध सादा पानी उपलब्ध रहेगा।
This will solve the drinking water problem of the devotees.,इससे उपासकों के पेय जल की समस्या को हल किया जाएगा।,जिससे आने जाने वाले श्रद्धालुओं को पीने के पानी की समस्या दूर हो जाएगी।
"Other people were also present at the event, including the Gurudwara Committee members.","अन्य लोग भी इस समारोह में उपस्थित थे, जिसमें गुरुदेव समिति सदस्य भी थे।",इस अवसर पर गुरुद्वारा कमेटी के सदस्यों के साथ साथ अन्य लोग भी मौजूद थे।
"If, after the general election, the new government continued the policy of not selling kerosene through ration shops then in half a dozen states kerosene would not be sold in these shops.","यदि, सामान्य चुनाव के बाद, नई सरकार ने आपूर्ति की दुकानों के माध्यम से कतई बेचने की नीति जारी रखी, तो आधे से अधिक राज्यों में इन दुकानों में बेचा नहीं जाएगा।",आम चुनाव के बाद नई सरकार ने अगर राशन के जरिये केरोसिन की बिक्री बंद करने की नीति जारी रखी तो आधा दर्जन राज्यों में इन दुकानों पर केरोसिन नहीं मिलेगी।
"The Punjab, Haryana, Rajasthan and Uttarakhand are among the states where the sale of kerosene sale will be stopped.","पीन्‍ब, हरियाना, राजस्थान और उत्तर प्रदेशों में शामिल हैं, जहां बिक्री की बिक्री बंद हो जाएगी।","जिन राज्यों में केरोसिन की बिक्री बंद होनी है उनमें पंजाब, हरियाणा, राजस्थान, उत्तराखंड शामिल हैं।"
"In addition to these, Karnataka, Tamilnadu and some states in the north-east are also preparing to stop the sale of kerosene.","इन के अलावा, कर्नाट, तमिल और उत्तर-पूर्व में कुछ राज्य भी पुस्‍तकों की बिक्री को रोकने के लिए तैयारी कर रहे हैं।","इनके अलावा कर्नाटक, तमिलनाडु और पूर्वोत्तर के कुछ राज्यों में भी केरोसिन की बिक्री को बंद करने की तैयारी है।"
According to sources in the Petroleum Ministry the decision to stop the sale of kerosene through PDS shops is based on two criteria.,"पीटीशन मंत्रालय के स्रोतों के अनुसार, पीएडीएस की दुकानों के माध्यम से खरीद रोकने का निर्णय दो स्तरों पर आधारित है।",पेट्रोलियम मंत्रालय के सूत्रों के मुताबिक दो आधार पर राज्यों में पीडीएस दुकानों पर केरोसिन की बिक्री बंद करने का फैसला किया जाएगा।
The first criterion is that an electricity supply are being installed in the rural areas at a rapid pace.,पहली मापदंड यह है कि ग्रामीण क्षेत्रों में तेजी से गति से एक बिजली आपूर्ति स्थापित की जा रही है।,पहला आधार तो ग्रामीण इलाकों में तेजी से बिजली कनेक्शन को बनाया जा रहा है।
The second criterion is the LPG supply network.,द्वितीय मापदंड एलपीजी आपूर्ति नेटवर्क है।,दूसरा आधार एलपीजी कनेक्शन है।
This means that in those states where most households in the rural areas have gas connections the sale of PDS kerosene will be stopped.,"इसका अर्थ है कि उन राज्यों में जहां ग्रामीण क्षेत्रों में अधिकांश घरों में गैस कनेक्शन है, उसे पीएडीएसएस की बिक्री बंद कर दिया जाएगा।","यानी जिन राज्यों के अधिकांश ग्रामीण परिवारों को रसोई गैस कनेक्शन दिए जा चुके हैं, वहां पीडीएस केरोसिन की बिक्री बंद की जा रही है।"
The Petroleum Ministry is fully prepared for this.,पीटीम मंत्रालय इसके लिए पूरी तरह से तैयार है।,इस बारे में पेट्रोलियम मंत्रालय ने पुख्ता तैयारी कर ली हैं।
Since October 2013 the sale of PDS kerosene in Delhi has already been stopped.,अक्‍तूबर 2013 से दिल्ली में पीडीएस रेल की बिक्री पहले से ही बंद हो चुकी है।,"अक्टूबर, 2013 से दिल्ली में पीडीएस केरोसिन की बिक्री पहले ही बंद हो चुकी है।"
"According to sources, under this policy the kerosene quota of Punjab, Haryana, Maharashtra and Uttarakhand has been reduced significantly.","स्रोतों के अनुसार, इस नीति के तहत पीन्‍द्र, हरिना, महाराष्ट्र और उत्तराखंद के कोटा को उल्लेखनीय रूप से कम किया गया है।","सूत्रों के मुताबिक इस नीति के तहत ही पंजाब, हरियाणा, महाराष्ट्र और उत्ताराखंड को केरोसिन कोटा काफी कम किया जा चुका है।"
The Punjab quota of 2.72 lakh kilolitres was reduced to one lakh kilolitres.,2.72 लाख करोड़ रुपये की पंब कोटा कम की गई थी।,पंजाब का कोटा 2.72 लाख किलो लीटर से घटा कर एक लाख किलो लीटर किया गया।
The kerosene quota allocation for Haryana was reduced by 70% and for Uttarakhand it was reduced by almost 40%.,हरिया के लिए बुनियादी कोटा को 70% से कम कर दिया गया था और इसे लगभग 40% तक कम किया गया था।,उत्ताराखंड के आवंटन में 70 फीसद तो हरियाणा का केरोसिन कोटा लगभग 40 फीसद घटाया गया।
Despite this reduction no shortage of kerosene has been reported by these states.,इन राज्यों के कारण इस कमी की कोई कमी नहीं हुई है।,इस कटौती के बावजूद इन राज्यों से केरोसिन की किल्लत की खबर नहीं आई है।
The Ministry is assuming that it is clear that kerosene is used for adulteration.,मंत्रालय यह मान रही है कि यह स्पष्ट है कि अभय के लिए उपयोग किया जाता है।,मंत्रालय मान रहा है कि इससे स्पष्ट है कि केरोसिन का इस्तेमाल मिलावट के लिए होता रहा है।
The difference in the price of diesel and PDS kerosene is currently Rs.37.,मरेल और पीडीएसफ की कीमत में फर्क वर्तमान में आर.37 है।,पीडीएस केरोसिन और डीजल की कीमत में इस समय 37 रुपये का अंतर है।
This encourages those who carrying out adulteration.,यह उन लोगों को प्रोत्साहित करता है जो विकास करते हैं।,इससे मिलावट करने वालों को बढ़ावा मिलता है।
"In the states where the sale of kerosene through PDS shops has been stopped, the oil companies can sell kerosene at full price on the open market.","उन राज्यों में जहां पीडीएस की दुकानों के माध्यम से बचत की बिक्री बंद हो गई है, वे तेल कंपनियों को खुले बाज़ार पर पूरी कीमत पर बेच सकते हैं।",जिन राज्यों में पीडीएस के जरिये बिक्री बंद की जाएगी वहां तेल कंपनियां खुले बाजार में पूरी कीमत पर केरोसिन की बिक्री करेंगी।
At present the oil companies are selling kerosene at a loss of Rs.39 per litre.,वर्तमान में तेल कंपनियों को आर.39 प्रति लीटर की कमी में बेच दिया जा रहा है।,इस समय तेल कंपनियों को केरोसिन पर 39 रुपये प्रति लीटर से ज्यादा का घाटा हो रहा है।
"The burden of the kerosene subsidy in the year 2013-14 is estimated to be 31,000 crore rupees.","वर्ष 2013-14 में पुस्‍तकालय के बोझ को 3,000 करोड़ रुपये माना जाता है।",वर्ष 2013-14 में केरोसिन सब्सिडी का बोझ लगभग 31 हजार करोड़ रुपये रहने का अनुमान है।
"Claiming to be a trading firm the accused opened accounts for investors and in the name of selling and purchasing shares, committed fraud.","पुलिस ने निवेशकों के लिए और बिक्री के नाम पर एक व्यापार दृढ़ होने का दावा किया, चोरी की गई है।",आरोपी ट्रेडिंग फर्म का हवाला देकर निवेशकों के अकाउंट खोलकर शेयर की खरीद-फरोख्त के नाम पर जालसाजी करते थे।
"It is possibly the first time in the state that this type of fraud, worth crores of rupees, has been discovered and exposed.","यह संभवतः राज्य में पहली बार है कि इस प्रकार के छल, रुपये के मूल्य के किले, का पता लगाया गया है और जुड़ा हुआ है।",संभवतः प्रदेश में पहली बार हुए इस तरह के खुलासे में करोड़ों रुपए की ठगी की बात सामने आई है।
"The police have not yet been able to catch the leader of the gang, but the police have detained seven people including the accused, after examining his work in the state.","पुलिस अब तक इस गिरोह के नेता को पकड़ने में असमर्थ नहीं रही है, लेकिन पुलिस ने राज्य में अपने काम की जाँच के बाद सात लोगों को भी गिरफ्तार कर लिया है।","गिरोह का सरगना कौन है, फिलहाल पुलिस उस तक नहीं पहुंच पाई है, लेकिन प्रदेश में उसका काम देखने वाले आरोपी समेत सात लोगों को पुलिस ने हिरासत में लिया है।"
